# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct  6 00:07:21 2021
#
# User ID:         roan.gijsen
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,hostname,sy_snum,sy_pnum,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-1080 b,Kepler-1080,1,1,2.07,,,0,1.37,,,0
Kepler-1080 b,Kepler-1080,1,1,1.36,0.42,-0.24,0,1.21,0.19,-0.19,0
Kepler-1080 b,Kepler-1080,1,1,1.13,,,0,1.09,,,0
Kepler-1080 b,Kepler-1080,1,1,1.44,0.80,-0.33,0,1.23,0.28,-0.21,0
Kepler-1080 b,Kepler-1080,1,1,2.19,0.17,-0.15,0,,,,
Kepler-1080 b,Kepler-1080,1,1,1.44,0.80,-0.33,0,1.23,0.28,-0.21,0
Kepler-1080 b,Kepler-1080,1,1,1.44,0.80,-0.33,0,1.23,0.28,-0.21,0
Kepler-1080 b,Kepler-1080,1,1,2.07,,,0,1.37,,,0
Kepler-1080 b,Kepler-1080,1,1,1.16,0.40,-0.14,0,1.10,0.10,-0.06,0
Kepler-1080 b,Kepler-1080,1,1,2.07,,,0,1.37,,,0
Kepler-1081 b,Kepler-1081,1,1,0.84,0.07,-0.05,0,0.88,0.04,-0.04,0
Kepler-1081 b,Kepler-1081,1,1,1.57,0.86,-0.57,0,0.97,0.20,-0.09,0
Kepler-1081 b,Kepler-1081,1,1,0.84,0.04,-0.03,0,,,,
Kepler-1081 b,Kepler-1081,1,1,0.87,,,0,0.88,,,0
Kepler-1081 b,Kepler-1081,1,1,1.57,0.86,-0.57,0,0.97,0.20,-0.09,0
Kepler-1081 b,Kepler-1081,1,1,1.57,0.86,-0.57,0,0.97,0.20,-0.09,0
Kepler-1081 b,Kepler-1081,1,1,0.81,0.08,-0.03,0,0.90,0.03,-0.06,0
Kepler-1081 b,Kepler-1081,1,1,1.55,0.19,-0.19,0,0.91,0.06,-0.06,0
Kepler-1081 b,Kepler-1081,1,1,0.87,,,0,0.88,,,0
Kepler-1082 b,Kepler-1082,1,1,1.28,0.21,-0.25,0,0.95,0.08,-0.07,0
Kepler-1082 b,Kepler-1082,1,1,1.39,0.08,-0.08,0,1.06,0.16,-0.12,0
Kepler-1082 b,Kepler-1082,1,1,0.83,0.37,-0.06,0,0.93,0.10,-0.11,0
Kepler-1082 b,Kepler-1082,1,1,1.14,0.18,-0.13,0,1.03,0.06,-0.06,0
Kepler-1082 b,Kepler-1082,1,1,1.39,0.08,-0.08,0,1.06,0.16,-0.12,0
Kepler-1082 b,Kepler-1082,1,1,0.98,0.42,-0.42,0,1.08,0.09,-0.09,0
Kepler-1082 b,Kepler-1082,1,1,0.83,0.37,-0.06,0,0.93,0.10,-0.11,0
Kepler-1082 b,Kepler-1082,1,1,0.83,0.37,-0.06,0,0.93,0.10,-0.11,0
Kepler-1082 b,Kepler-1082,1,1,1.36,0.06,-0.06,0,,,,
Kepler-1083 b,Kepler-1083,1,1,0.74,0.13,-0.06,0,0.82,0.08,-0.09,0
Kepler-1083 b,Kepler-1083,1,1,0.70,0.26,-0.26,0,0.80,0.04,-0.04,0
Kepler-1083 b,Kepler-1083,1,1,0.74,0.10,-0.06,0,0.83,0.06,-0.10,0
Kepler-1083 b,Kepler-1083,1,1,0.77,0.03,-0.04,0,0.81,0.04,-0.04,0
Kepler-1083 b,Kepler-1083,1,1,0.79,,,0,0.81,,,0
Kepler-1083 b,Kepler-1083,1,1,0.74,0.13,-0.06,0,0.82,0.08,-0.09,0
Kepler-1083 b,Kepler-1083,1,1,0.79,,,0,0.81,,,0
Kepler-1083 b,Kepler-1083,1,1,0.74,0.13,-0.06,0,0.82,0.08,-0.09,0
Kepler-1083 b,Kepler-1083,1,1,0.79,,,0,0.81,,,0
Kepler-1083 b,Kepler-1083,1,1,0.77,0.06,-0.06,0,,,,
Kepler-1084 b,Kepler-1084,1,1,1.37,0.58,-0.32,0,0.99,0.18,-0.12,0
Kepler-1084 b,Kepler-1084,1,1,1.36,0.24,-0.24,0,1.08,0.10,-0.08,0
Kepler-1084 b,Kepler-1084,1,1,1.37,0.58,-0.32,0,0.99,0.18,-0.12,0
Kepler-1084 b,Kepler-1084,1,1,1.28,0.27,-0.17,0,1.12,0.07,-0.06,0
Kepler-1084 b,Kepler-1084,1,1,1.37,0.58,-0.32,0,0.99,0.18,-0.12,0
Kepler-1084 b,Kepler-1084,1,1,1.37,0.08,-0.06,0,1.02,0.15,-0.10,0
Kepler-1084 b,Kepler-1084,1,1,1.23,0.05,-0.05,0,,,,
Kepler-1084 b,Kepler-1084,1,1,1.54,0.42,-0.42,0,1.24,0.12,-0.12,0
Kepler-1085 b,Kepler-1085,1,2,1.14,0.31,-0.11,0,1.11,0.09,-0.06,0
Kepler-1085 b,Kepler-1085,1,2,1.08,,,0,1.05,,,0
Kepler-1085 b,Kepler-1085,1,2,1.03,0.06,-0.06,0,,,,
Kepler-1085 b,Kepler-1085,1,2,1.08,,,0,1.05,,,0
Kepler-1085 b,Kepler-1085,1,2,1.01,0.28,-0.09,0,1.12,0.15,-0.15,0
Kepler-1085 b,Kepler-1085,1,2,1.01,0.28,-0.09,0,1.12,0.15,-0.15,0
Kepler-1085 b,Kepler-1085,1,2,1.08,,,0,1.05,,,0
Kepler-1085 b,Kepler-1085,1,2,1.01,0.28,-0.09,0,1.12,0.15,-0.15,0
Kepler-1085 b,Kepler-1085,1,2,1.01,0.25,-0.11,0,1.12,0.12,-0.16,0
Kepler-1085 c,Kepler-1085,1,2,1.01,0.28,-0.09,0,1.12,0.15,-0.15,0
Kepler-1085 c,Kepler-1085,1,2,1.01,0.25,-0.11,0,1.12,0.12,-0.16,0
Kepler-1085 c,Kepler-1085,1,2,1.08,,,0,1.05,,,0
Kepler-1085 c,Kepler-1085,1,2,1.08,,,0,1.05,,,0
Kepler-1085 c,Kepler-1085,1,2,0.95,0.21,-0.21,0,1.05,0.05,-0.05,0
Kepler-1085 c,Kepler-1085,1,2,1.01,0.28,-0.09,0,1.12,0.15,-0.15,0
Kepler-1085 c,Kepler-1085,1,2,1.08,,,0,1.05,,,0
Kepler-1085 c,Kepler-1085,1,2,1.01,0.28,-0.09,0,1.12,0.15,-0.15,0
Kepler-1086 b,Kepler-1086,2,2,0.66,0.01,-0.02,0,0.70,0.02,-0.03,0
Kepler-1086 b,Kepler-1086,2,2,0.62,,,0,0.70,,,0
Kepler-1086 b,Kepler-1086,2,2,0.67,0.03,-0.03,0,,,,
Kepler-1086 b,Kepler-1086,2,2,0.64,0.03,-0.03,0,0.65,0.03,-0.03,0
Kepler-1086 b,Kepler-1086,2,2,0.61,0.04,-0.05,0,0.62,0.04,-0.06,0
Kepler-1086 b,Kepler-1086,2,2,0.61,0.04,-0.05,0,0.62,0.04,-0.06,0
Kepler-1086 b,Kepler-1086,2,2,0.62,,,0,0.70,,,0
Kepler-1086 b,Kepler-1086,2,2,0.61,0.04,-0.05,0,0.62,0.04,-0.06,0
Kepler-1086 b,Kepler-1086,2,2,0.62,,,0,0.70,,,0
Kepler-1086 b,Kepler-1086,2,2,0.56,0.01,-0.01,0,0.59,0.01,-0.01,0
Kepler-1086 c,Kepler-1086,2,2,0.62,,,0,0.70,,,0
Kepler-1086 c,Kepler-1086,2,2,0.62,,,0,0.70,,,0
Kepler-1086 c,Kepler-1086,2,2,0.67,0.03,-0.03,0,,,,
Kepler-1086 c,Kepler-1086,2,2,0.64,0.03,-0.03,0,0.65,0.03,-0.03,0
Kepler-1086 c,Kepler-1086,2,2,0.61,0.04,-0.05,0,0.62,0.04,-0.06,0
Kepler-1086 c,Kepler-1086,2,2,0.61,0.04,-0.05,0,0.62,0.04,-0.06,0
Kepler-1086 c,Kepler-1086,2,2,0.66,0.01,-0.02,0,0.70,0.02,-0.03,0
Kepler-1086 c,Kepler-1086,2,2,0.61,0.04,-0.05,0,0.62,0.04,-0.06,0
Kepler-1086 c,Kepler-1086,2,2,0.62,,,0,0.70,,,0
Kepler-1087 b,Kepler-1087,1,1,1.16,0.42,-0.20,0,1.00,0.14,-0.09,0
Kepler-1087 b,Kepler-1087,1,1,0.94,0.26,-0.07,0,0.96,0.07,-0.06,0
Kepler-1087 b,Kepler-1087,1,1,1.20,0.25,-0.28,0,0.90,0.06,-0.04,0
Kepler-1087 b,Kepler-1087,1,1,1.16,0.42,-0.20,0,1.00,0.14,-0.09,0
Kepler-1087 b,Kepler-1087,1,1,0.93,0.41,-0.41,0,0.82,0.06,-0.06,0
Kepler-1087 b,Kepler-1087,1,1,1.16,0.42,-0.20,0,1.00,0.14,-0.09,0
Kepler-1087 b,Kepler-1087,1,1,1.07,0.05,-0.08,0,0.90,0.11,-0.12,0
Kepler-1087 b,Kepler-1087,1,1,0.97,0.04,-0.04,0,,,,
Kepler-1087 b,Kepler-1087,1,1,1.07,0.05,-0.08,0,0.90,0.11,-0.12,0
Kepler-1088 b,Kepler-1088,1,1,1.05,0.19,-0.09,0,1.01,0.06,-0.07,0
Kepler-1088 b,Kepler-1088,1,1,1.07,0.17,-0.10,0,1.02,0.07,-0.07,0
Kepler-1088 b,Kepler-1088,1,1,1.01,0.04,-0.04,0,,,,
Kepler-1088 b,Kepler-1088,1,1,1.28,0.34,-0.34,0,1.11,0.08,-0.08,0
Kepler-1088 b,Kepler-1088,1,1,1.08,0.08,-0.06,0,1.08,0.03,-0.03,0
Kepler-1088 b,Kepler-1088,1,1,1.05,0.19,-0.09,0,1.01,0.06,-0.07,0
Kepler-1088 b,Kepler-1088,1,1,1.07,0.06,-0.06,0,1.06,0.16,-0.12,0
Kepler-1088 b,Kepler-1088,1,1,1.07,0.06,-0.06,0,1.06,0.16,-0.12,0
Kepler-1088 b,Kepler-1088,1,1,1.05,0.19,-0.09,0,1.01,0.06,-0.07,0
Kepler-1088 b,Kepler-1088,1,1,1.07,0.06,-0.06,0,1.06,0.16,-0.12,0
Kepler-1089 b,Kepler-1089,1,1,0.55,0.02,-0.02,0,0.55,0.02,-0.02,0
Kepler-1089 b,Kepler-1089,1,1,0.49,0.03,-0.03,0,0.52,0.03,-0.03,0
Kepler-1089 b,Kepler-1089,1,1,0.55,0.02,-0.02,0,0.55,0.02,-0.02,0
Kepler-1089 b,Kepler-1089,1,1,0.50,0.30,-0.30,0,0.46,0.30,-0.30,0
Kepler-1089 b,Kepler-1089,1,1,0.56,0.02,-0.02,0,,,,
Kepler-1089 b,Kepler-1089,1,1,0.50,0.08,-0.05,0,0.51,0.07,-0.05,0
Kepler-1089 b,Kepler-1089,1,1,0.58,0.03,-0.03,0,0.62,0.02,-0.04,0
Kepler-1089 b,Kepler-1089,1,1,0.50,0.08,-0.05,0,0.51,0.07,-0.05,0
Kepler-1089 b,Kepler-1089,1,1,0.55,0.02,-0.02,0,0.55,0.02,-0.02,0
Kepler-1089 b,Kepler-1089,1,1,0.50,0.08,-0.05,0,0.51,0.07,-0.05,0
Kepler-109 b,Kepler-109,1,2,1.36,0.04,-0.04,0,1.10,0.04,-0.04,0
Kepler-109 b,Kepler-109,1,2,1.40,0.05,-0.07,0,1.09,0.15,-0.13,0
Kepler-109 b,Kepler-109,1,2,1.32,0.04,-0.04,0,1.04,0.06,-0.06,0
Kepler-109 b,Kepler-109,1,2,1.40,0.05,-0.07,0,1.09,0.15,-0.13,0
Kepler-109 b,Kepler-109,1,2,1.32,0.04,-0.04,0,1.04,0.07,-0.07,0
Kepler-109 b,Kepler-109,1,2,1.30,0.06,-0.06,0,1.01,0.06,-0.05,0
Kepler-109 b,Kepler-109,1,2,1.43,0.18,-0.18,0,1.06,0.04,-0.04,0
Kepler-109 b,Kepler-109,1,2,1.32,0.04,-0.04,0,1.04,0.07,-0.07,0
Kepler-109 b,Kepler-109,1,2,1.40,0.05,-0.07,0,1.09,0.15,-0.13,0
Kepler-109 b,Kepler-109,1,2,1.32,0.04,-0.04,0,1.04,0.07,-0.07,0
Kepler-109 b,Kepler-109,1,2,1.40,0.05,-0.07,0,1.09,0.15,-0.13,0
Kepler-109 b,Kepler-109,1,2,1.35,0.06,-0.06,0,,,,
Kepler-109 c,Kepler-109,1,2,1.36,0.04,-0.04,0,1.10,0.04,-0.04,0
Kepler-109 c,Kepler-109,1,2,1.32,0.04,-0.04,0,1.04,0.07,-0.07,0
Kepler-109 c,Kepler-109,1,2,1.32,0.04,-0.04,0,1.04,0.07,-0.07,0
Kepler-109 c,Kepler-109,1,2,1.40,0.05,-0.07,0,1.09,0.15,-0.13,0
Kepler-109 c,Kepler-109,1,2,1.40,0.05,-0.07,0,1.09,0.15,-0.13,0
Kepler-109 c,Kepler-109,1,2,1.30,0.06,-0.06,0,1.01,0.06,-0.05,0
Kepler-109 c,Kepler-109,1,2,1.43,0.18,-0.18,0,1.06,0.04,-0.04,0
Kepler-109 c,Kepler-109,1,2,1.32,0.04,-0.04,0,1.04,0.06,-0.06,0
Kepler-109 c,Kepler-109,1,2,1.32,0.04,-0.04,0,1.04,0.07,-0.07,0
Kepler-109 c,Kepler-109,1,2,1.40,0.05,-0.07,0,1.09,0.15,-0.13,0
Kepler-109 c,Kepler-109,1,2,1.40,0.05,-0.07,0,1.09,0.15,-0.13,0
Kepler-109 c,Kepler-109,1,2,1.35,0.06,-0.06,0,,,,
Kepler-1090 b,Kepler-1090,1,1,0.91,0.56,-0.12,0,0.80,0.15,-0.06,0
Kepler-1090 b,Kepler-1090,1,1,1.03,,,0,0.89,,,0
Kepler-1090 b,Kepler-1090,1,1,0.82,0.07,-0.05,0,0.86,0.05,-0.05,0
Kepler-1090 b,Kepler-1090,1,1,1.03,,,0,0.89,,,0
Kepler-1090 b,Kepler-1090,1,1,1.03,,,0,0.89,,,0
Kepler-1090 b,Kepler-1090,1,1,1.01,0.16,-0.13,0,0.87,0.07,-0.04,0
Kepler-1090 b,Kepler-1090,1,1,1.01,0.06,-0.05,0,,,,
Kepler-1090 b,Kepler-1090,1,1,0.91,0.56,-0.12,0,0.80,0.15,-0.06,0
Kepler-1090 b,Kepler-1090,1,1,0.91,0.56,-0.12,0,0.80,0.15,-0.06,0
Kepler-1091 b,Kepler-1091,1,1,0.75,0.31,-0.05,0,0.81,0.10,-0.07,0
Kepler-1091 b,Kepler-1091,1,1,1.04,0.05,-0.05,0,,,,
Kepler-1091 b,Kepler-1091,1,1,0.85,0.31,-0.31,0,0.96,0.06,-0.06,0
Kepler-1091 b,Kepler-1091,1,1,1.06,0.17,-0.09,0,1.04,0.07,-0.06,0
Kepler-1091 b,Kepler-1091,1,1,1.05,,,0,1.07,,,0
Kepler-1091 b,Kepler-1091,1,1,1.03,0.25,-0.13,0,1.01,0.12,-0.08,0
Kepler-1091 b,Kepler-1091,1,1,0.75,0.31,-0.05,0,0.81,0.10,-0.07,0
Kepler-1091 b,Kepler-1091,1,1,1.05,,,0,1.07,,,0
Kepler-1091 b,Kepler-1091,1,1,0.75,0.31,-0.05,0,0.81,0.10,-0.07,0
Kepler-1092 b,Kepler-1092,1,1,1.02,0.34,-0.11,0,1.04,0.16,-0.13,0
Kepler-1092 b,Kepler-1092,1,1,1.00,0.18,-0.10,0,0.99,0.09,-0.07,0
Kepler-1092 b,Kepler-1092,1,1,1.08,,,0,1.06,,,0
Kepler-1092 b,Kepler-1092,1,1,1.08,,,0,1.06,,,0
Kepler-1092 b,Kepler-1092,1,1,1.05,0.40,-0.40,0,1.12,0.11,-0.11,0
Kepler-1092 b,Kepler-1092,1,1,1.06,0.08,-0.07,0,,,,
Kepler-1092 b,Kepler-1092,1,1,1.08,,,0,1.06,,,0
Kepler-1092 b,Kepler-1092,1,1,1.02,0.47,-0.10,0,1.04,0.20,-0.12,0
Kepler-1092 b,Kepler-1092,1,1,1.02,0.47,-0.10,0,1.04,0.20,-0.12,0
Kepler-1092 b,Kepler-1092,1,1,1.02,0.47,-0.10,0,1.04,0.20,-0.12,0
Kepler-1093 b,Kepler-1093,1,2,1.26,0.53,-0.24,0,1.01,0.19,-0.12,0
Kepler-1093 b,Kepler-1093,1,2,1.41,,,0,1.26,,,0
Kepler-1093 b,Kepler-1093,1,2,1.41,,,0,1.26,,,0
Kepler-1093 b,Kepler-1093,1,2,1.26,0.53,-0.24,0,1.01,0.19,-0.12,0
Kepler-1093 b,Kepler-1093,1,2,1.41,,,0,1.26,,,0
Kepler-1093 b,Kepler-1093,1,2,1.39,0.19,-0.19,0,1.20,0.06,-0.06,0
Kepler-1093 b,Kepler-1093,1,2,1.26,0.53,-0.24,0,1.01,0.19,-0.12,0
Kepler-1093 b,Kepler-1093,1,2,1.20,0.38,-0.15,0,1.13,0.14,-0.09,0
Kepler-1093 b,Kepler-1093,1,2,1.26,0.34,-0.27,0,1.01,0.16,-0.12,0
Kepler-1093 c,Kepler-1093,1,2,1.20,0.38,-0.15,0,1.13,0.14,-0.09,0
Kepler-1093 c,Kepler-1093,1,2,1.41,,,0,1.26,,,0
Kepler-1093 c,Kepler-1093,1,2,1.41,,,0,1.26,,,0
Kepler-1093 c,Kepler-1093,1,2,1.26,0.53,-0.24,0,1.01,0.19,-0.12,0
Kepler-1093 c,Kepler-1093,1,2,1.26,0.34,-0.27,0,1.01,0.16,-0.12,0
Kepler-1093 c,Kepler-1093,1,2,1.41,,,0,1.26,,,0
Kepler-1093 c,Kepler-1093,1,2,1.26,0.53,-0.24,0,1.01,0.19,-0.12,0
Kepler-1093 c,Kepler-1093,1,2,1.26,0.53,-0.24,0,1.01,0.19,-0.12,0
Kepler-1094 b,Kepler-1094,1,1,1.27,,,0,1.01,,,0
Kepler-1094 b,Kepler-1094,1,1,1.28,0.21,-0.21,0,1.04,0.08,-0.07,0
Kepler-1094 b,Kepler-1094,1,1,0.99,0.39,-0.09,0,1.06,0.18,-0.13,0
Kepler-1094 b,Kepler-1094,1,1,0.99,0.39,-0.09,0,1.06,0.18,-0.13,0
Kepler-1094 b,Kepler-1094,1,1,1.21,0.46,-0.17,0,1.14,0.16,-0.09,0
Kepler-1094 b,Kepler-1094,1,1,1.17,0.08,-0.07,0,,,,
Kepler-1094 b,Kepler-1094,1,1,0.99,0.39,-0.09,0,1.06,0.18,-0.13,0
Kepler-1094 b,Kepler-1094,1,1,1.27,,,0,1.01,,,0
Kepler-1094 b,Kepler-1094,1,1,0.99,0.43,-0.43,0,1.09,0.12,-0.12,0
Kepler-1094 b,Kepler-1094,1,1,1.27,,,0,1.01,,,0
Kepler-1095 b,Kepler-1095,1,1,0.91,0.38,-0.08,0,0.99,0.12,-0.12,0
Kepler-1095 b,Kepler-1095,1,1,0.92,0.14,-0.09,0,0.94,0.07,-0.07,0
Kepler-1095 b,Kepler-1095,1,1,0.95,,,0,0.99,,,0
Kepler-1095 b,Kepler-1095,1,1,0.91,0.38,-0.08,0,0.99,0.12,-0.12,0
Kepler-1095 b,Kepler-1095,1,1,0.95,,,0,0.99,,,0
Kepler-1095 b,Kepler-1095,1,1,0.91,0.28,-0.09,0,0.99,0.12,-0.12,0
Kepler-1095 b,Kepler-1095,1,1,0.93,0.45,-0.45,0,1.03,0.10,-0.10,0
Kepler-1095 b,Kepler-1095,1,1,0.91,0.38,-0.08,0,0.99,0.12,-0.12,0
Kepler-1096 b,Kepler-1096,1,1,0.63,0.02,-0.03,0,0.66,0.03,-0.03,0
Kepler-1096 b,Kepler-1096,1,1,0.71,0.03,-0.03,0,,,,
Kepler-1096 b,Kepler-1096,1,1,0.61,0.03,-0.03,0,0.62,0.03,-0.03,0
Kepler-1096 b,Kepler-1096,1,1,0.59,0.05,-0.06,0,0.60,0.06,-0.06,0
Kepler-1096 b,Kepler-1096,1,1,0.59,0.05,-0.06,0,0.60,0.06,-0.06,0
Kepler-1096 b,Kepler-1096,1,1,0.63,,,0,0.70,,,0
Kepler-1096 b,Kepler-1096,1,1,0.56,0.01,-0.01,0,0.59,0.01,-0.01,0
Kepler-1096 b,Kepler-1096,1,1,0.63,,,0,0.70,,,0
Kepler-1096 b,Kepler-1096,1,1,0.59,0.05,-0.06,0,0.60,0.06,-0.06,0
Kepler-1097 b,Kepler-1097,1,1,0.75,0.10,-0.08,0,0.73,0.10,-0.05,0
Kepler-1097 b,Kepler-1097,1,1,0.75,0.20,-0.07,0,0.73,0.14,-0.06,0
Kepler-1097 b,Kepler-1097,1,1,0.75,0.20,-0.07,0,0.73,0.14,-0.06,0
Kepler-1097 b,Kepler-1097,1,1,0.79,0.05,-0.05,0,0.82,0.04,-0.06,0
Kepler-1097 b,Kepler-1097,1,1,0.77,,,0,0.89,,,0
Kepler-1097 b,Kepler-1097,1,1,0.78,0.06,-0.06,0,,,,
Kepler-1097 b,Kepler-1097,1,1,0.75,0.20,-0.07,0,0.73,0.14,-0.06,0
Kepler-1097 b,Kepler-1097,1,1,0.77,,,0,0.89,,,0
Kepler-1097 b,Kepler-1097,1,1,0.77,,,0,0.89,,,0
Kepler-1097 b,Kepler-1097,1,1,0.83,0.67,-0.67,0,0.81,0.17,-0.17,0
Kepler-1098 b,Kepler-1098,1,1,1.17,,,0,1.05,,,0
Kepler-1098 b,Kepler-1098,1,1,1.21,0.06,-0.06,0,,,,
Kepler-1098 b,Kepler-1098,1,1,0.99,0.18,-0.11,0,0.99,0.10,-0.07,0
Kepler-1098 b,Kepler-1098,1,1,0.92,0.35,-0.35,0,0.95,0.07,-0.07,0
Kepler-1098 b,Kepler-1098,1,1,1.17,,,0,1.05,,,0
Kepler-1098 b,Kepler-1098,1,1,0.88,0.37,-0.10,0,0.85,0.12,-0.07,0
Kepler-1098 b,Kepler-1098,1,1,0.88,0.37,-0.10,0,0.85,0.12,-0.07,0
Kepler-1098 b,Kepler-1098,1,1,1.03,0.15,-0.11,0,0.94,0.07,-0.05,0
Kepler-1098 b,Kepler-1098,1,1,0.88,0.37,-0.10,0,0.85,0.12,-0.07,0
Kepler-1099 b,Kepler-1099,1,1,1.11,0.64,-0.13,0,1.08,0.26,-0.12,0
Kepler-1099 b,Kepler-1099,1,1,0.89,,,0,1.02,,,0
Kepler-1099 b,Kepler-1099,1,1,1.00,0.14,-0.08,0,1.01,0.05,-0.06,0
Kepler-1099 b,Kepler-1099,1,1,1.11,0.64,-0.13,0,1.08,0.26,-0.12,0
Kepler-1099 b,Kepler-1099,1,1,1.09,0.43,-0.43,0,1.05,0.11,-0.11,0
Kepler-1099 b,Kepler-1099,1,1,0.82,0.07,-0.06,0,,,,
Kepler-1099 b,Kepler-1099,1,1,0.89,,,0,1.02,,,0
Kepler-1099 b,Kepler-1099,1,1,1.11,0.37,-0.16,0,1.08,0.18,-0.12,0
Kepler-1099 b,Kepler-1099,1,1,1.11,0.64,-0.13,0,1.08,0.26,-0.12,0
Kepler-1099 b,Kepler-1099,1,1,0.89,,,0,1.02,,,0
Kepler-11 b,Kepler-11,1,6,1.13,,,0,1.05,,,0
Kepler-11 b,Kepler-11,1,6,1.13,,,0,1.05,,,0
Kepler-11 b,Kepler-11,1,6,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0
Kepler-11 b,Kepler-11,1,6,1.05,0.08,-0.07,0,0.92,0.07,-0.05,0
Kepler-11 b,Kepler-11,1,6,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0
Kepler-11 b,Kepler-11,1,6,1.06,0.19,-0.19,0,0.98,0.06,-0.06,0
Kepler-11 b,Kepler-11,1,6,1.05,0.08,-0.07,0,0.92,0.07,-0.05,0
Kepler-11 b,Kepler-11,1,6,1.05,0.08,-0.07,0,0.92,0.07,-0.05,0
Kepler-11 b,Kepler-11,1,6,1.05,,,0,0.92,,,0
Kepler-11 b,Kepler-11,1,6,1.05,0.07,-0.07,0,0.92,0.07,-0.05,0
Kepler-11 b,Kepler-11,1,6,1.10,0.05,-0.04,0,,,,
Kepler-11 b,Kepler-11,1,6,1.13,,,0,1.05,,,0
Kepler-11 b,Kepler-11,1,6,1.07,0.07,-0.06,0,0.99,0.04,-0.04,0
Kepler-11 b,Kepler-11,1,6,1.13,,,0,1.05,,,0
Kepler-11 c,Kepler-11,1,6,1.05,0.08,-0.07,0,0.92,0.07,-0.05,0
Kepler-11 c,Kepler-11,1,6,1.05,0.08,-0.07,0,0.92,0.07,-0.05,0
Kepler-11 c,Kepler-11,1,6,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0
Kepler-11 c,Kepler-11,1,6,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0
Kepler-11 c,Kepler-11,1,6,1.05,0.08,-0.07,0,0.92,0.07,-0.05,0
Kepler-11 c,Kepler-11,1,6,1.13,,,0,1.05,,,0
Kepler-11 c,Kepler-11,1,6,1.13,,,0,1.05,,,0
Kepler-11 c,Kepler-11,1,6,1.13,,,0,1.05,,,0
Kepler-11 c,Kepler-11,1,6,1.05,,,0,0.92,,,0
Kepler-11 c,Kepler-11,1,6,1.13,,,0,1.05,,,0
Kepler-11 c,Kepler-11,1,6,1.05,0.07,-0.07,0,0.92,0.07,-0.05,0
Kepler-11 c,Kepler-11,1,6,1.07,0.07,-0.06,0,0.99,0.04,-0.04,0
Kepler-11 c,Kepler-11,1,6,1.06,0.19,-0.19,0,0.98,0.06,-0.06,0
Kepler-11 c,Kepler-11,1,6,1.10,0.05,-0.04,0,,,,
Kepler-11 d,Kepler-11,1,6,1.07,0.07,-0.06,0,0.99,0.04,-0.04,0
Kepler-11 d,Kepler-11,1,6,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0
Kepler-11 d,Kepler-11,1,6,1.05,0.08,-0.07,0,0.92,0.07,-0.05,0
Kepler-11 d,Kepler-11,1,6,1.05,0.07,-0.07,0,0.92,0.07,-0.05,0
Kepler-11 d,Kepler-11,1,6,,,,,0.90,0.10,-0.10,0
Kepler-11 d,Kepler-11,1,6,1.05,,,0,0.92,,,0
Kepler-11 d,Kepler-11,1,6,1.13,,,0,1.05,,,0
Kepler-11 d,Kepler-11,1,6,1.05,0.08,-0.07,0,0.92,0.07,-0.05,0
Kepler-11 d,Kepler-11,1,6,1.06,0.19,-0.19,0,0.98,0.06,-0.06,0
Kepler-11 d,Kepler-11,1,6,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0
Kepler-11 d,Kepler-11,1,6,1.10,0.05,-0.04,0,,,,
Kepler-11 d,Kepler-11,1,6,1.13,,,0,1.05,,,0
Kepler-11 d,Kepler-11,1,6,1.13,,,0,1.05,,,0
Kepler-11 d,Kepler-11,1,6,1.05,0.08,-0.07,0,0.92,0.07,-0.05,0
Kepler-11 d,Kepler-11,1,6,1.13,,,0,1.05,,,0
Kepler-11 e,Kepler-11,1,6,1.05,0.07,-0.07,0,0.92,0.07,-0.05,0
Kepler-11 e,Kepler-11,1,6,1.10,0.05,-0.04,0,,,,
Kepler-11 e,Kepler-11,1,6,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0
Kepler-11 e,Kepler-11,1,6,1.05,0.08,-0.07,0,0.92,0.07,-0.05,0
Kepler-11 e,Kepler-11,1,6,1.05,0.08,-0.07,0,0.92,0.07,-0.05,0
Kepler-11 e,Kepler-11,1,6,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0
