# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 26 06:53:35 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,st_spectype,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
Kepler-1336 b,Kepler-1336,1,2,,5717.00,0.86,0.96,19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,1126.6400000
Kepler-1336 c,Kepler-1336,1,2,,5717.00,0.86,0.96,19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,1126.6400000
Kepler-1336 c,Kepler-1336,1,2,,5694.00,0.84,0.95,19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,1126.6400000
Kepler-1336 c,Kepler-1336,1,2,,5416.00,1.76,1.00,19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,1126.6400000
Kepler-1336 c,Kepler-1336,1,2,,5449.27,1.82,0.95,19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,1126.6400000
Kepler-1336 c,Kepler-1336,1,2,,5499.00,1.79,,19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,1126.6400000
Kepler-1336 c,Kepler-1336,1,2,,5717.00,0.86,0.96,19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,1126.6400000
Kepler-1336 c,Kepler-1336,1,2,,5717.00,0.86,0.96,19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,1126.6400000
Kepler-1336 c,Kepler-1336,1,2,,5512.00,1.30,0.94,19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,1126.6400000
Kepler-1336 c,Kepler-1336,1,2,,5449.27,1.82,0.95,19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,1126.6400000
Kepler-1337 b,Kepler-1337,1,1,,4583.00,0.67,0.67,19h08m02.19s,287.0091176,+46d47m46.04s,46.7961229,601.6290000
Kepler-1337 b,Kepler-1337,1,1,,4583.00,0.67,0.67,19h08m02.19s,287.0091176,+46d47m46.04s,46.7961229,601.6290000
Kepler-1337 b,Kepler-1337,1,1,,4415.00,0.73,0.69,19h08m02.19s,287.0091176,+46d47m46.04s,46.7961229,601.6290000
Kepler-1337 b,Kepler-1337,1,1,,4583.00,0.69,,19h08m02.19s,287.0091176,+46d47m46.04s,46.7961229,601.6290000
Kepler-1337 b,Kepler-1337,1,1,,4583.00,0.67,0.67,19h08m02.19s,287.0091176,+46d47m46.04s,46.7961229,601.6290000
Kepler-1337 b,Kepler-1337,1,1,,4523.00,0.67,0.70,19h08m02.19s,287.0091176,+46d47m46.04s,46.7961229,601.6290000
Kepler-1337 b,Kepler-1337,1,1,,4415.00,0.73,0.69,19h08m02.19s,287.0091176,+46d47m46.04s,46.7961229,601.6290000
Kepler-1337 b,Kepler-1337,1,1,,4575.00,0.62,0.64,19h08m02.19s,287.0091176,+46d47m46.04s,46.7961229,601.6290000
Kepler-1337 b,Kepler-1337,1,1,,4583.00,0.67,0.67,19h08m02.19s,287.0091176,+46d47m46.04s,46.7961229,601.6290000
Kepler-1337 b,Kepler-1337,1,1,,4415.00,0.73,0.69,19h08m02.19s,287.0091176,+46d47m46.04s,46.7961229,601.6290000
Kepler-1338 b,Kepler-1338,1,1,,6002.00,1.09,1.01,18h56m10.14s,284.0422701,+41d41m56.53s,41.6990348,753.2600000
Kepler-1338 b,Kepler-1338,1,1,,5983.00,1.09,1.00,18h56m10.14s,284.0422701,+41d41m56.53s,41.6990348,753.2600000
Kepler-1338 b,Kepler-1338,1,1,,6002.00,1.09,1.01,18h56m10.14s,284.0422701,+41d41m56.53s,41.6990348,753.2600000
Kepler-1338 b,Kepler-1338,1,1,,5834.00,1.30,,18h56m10.14s,284.0422701,+41d41m56.53s,41.6990348,753.2600000
Kepler-1338 b,Kepler-1338,1,1,,5874.00,1.30,1.10,18h56m10.14s,284.0422701,+41d41m56.53s,41.6990348,753.2600000
Kepler-1338 b,Kepler-1338,1,1,,5909.00,1.05,1.04,18h56m10.14s,284.0422701,+41d41m56.53s,41.6990348,753.2600000
Kepler-1338 b,Kepler-1338,1,1,,5809.00,1.31,1.04,18h56m10.14s,284.0422701,+41d41m56.53s,41.6990348,753.2600000
Kepler-1338 b,Kepler-1338,1,1,,5809.00,1.31,1.04,18h56m10.14s,284.0422701,+41d41m56.53s,41.6990348,753.2600000
Kepler-1338 b,Kepler-1338,1,1,,6002.00,1.09,1.01,18h56m10.14s,284.0422701,+41d41m56.53s,41.6990348,753.2600000
Kepler-1339 b,Kepler-1339,1,1,,5590.19,1.32,0.99,18h54m58.98s,283.7457695,+48d22m24.49s,48.3734690,371.0490000
Kepler-1339 b,Kepler-1339,1,1,,5738.00,1.41,0.94,18h54m58.98s,283.7457695,+48d22m24.49s,48.3734690,371.0490000
Kepler-1339 b,Kepler-1339,1,1,,5738.00,1.41,0.94,18h54m58.98s,283.7457695,+48d22m24.49s,48.3734690,371.0490000
Kepler-1339 b,Kepler-1339,1,1,,5779.00,0.97,0.94,18h54m58.98s,283.7457695,+48d22m24.49s,48.3734690,371.0490000
Kepler-1339 b,Kepler-1339,1,1,,5516.00,0.89,0.85,18h54m58.98s,283.7457695,+48d22m24.49s,48.3734690,371.0490000
Kepler-1339 b,Kepler-1339,1,1,,5738.00,1.41,0.94,18h54m58.98s,283.7457695,+48d22m24.49s,48.3734690,371.0490000
Kepler-1339 b,Kepler-1339,1,1,,5586.00,0.93,0.94,18h54m58.98s,283.7457695,+48d22m24.49s,48.3734690,371.0490000
Kepler-1339 b,Kepler-1339,1,1,,5874.00,1.26,,18h54m58.98s,283.7457695,+48d22m24.49s,48.3734690,371.0490000
Kepler-1339 b,Kepler-1339,1,1,,5590.19,1.32,0.99,18h54m58.98s,283.7457695,+48d22m24.49s,48.3734690,371.0490000
Kepler-134 b,Kepler-134,1,2,,5819.72,1.05,1.05,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 b,Kepler-134,1,2,,5819.72,1.05,1.05,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 b,Kepler-134,1,2,,5819.72,1.05,1.05,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 b,Kepler-134,1,2,,5983.00,1.07,1.06,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 b,Kepler-134,1,2,,5918.00,0.98,,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 b,Kepler-134,1,2,,6068.00,1.53,1.26,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 b,Kepler-134,1,2,,5936.00,1.03,1.01,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 b,Kepler-134,1,2,,5983.00,1.18,,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 b,Kepler-134,1,2,,6068.00,1.53,1.26,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 b,Kepler-134,1,2,,6068.00,1.53,1.26,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 b,Kepler-134,1,2,,5923.00,1.05,0.97,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 c,Kepler-134,1,2,,6068.00,1.53,1.26,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 c,Kepler-134,1,2,,5819.72,1.05,1.05,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 c,Kepler-134,1,2,,6068.00,1.53,1.26,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 c,Kepler-134,1,2,,5918.00,0.98,,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 c,Kepler-134,1,2,,5923.00,1.05,0.97,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 c,Kepler-134,1,2,,5983.00,1.18,,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 c,Kepler-134,1,2,,6068.00,1.53,1.26,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 c,Kepler-134,1,2,,5819.72,1.05,1.05,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 c,Kepler-134,1,2,,5819.72,1.05,1.05,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 c,Kepler-134,1,2,,5983.00,1.07,1.06,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-134 c,Kepler-134,1,2,,5936.00,1.03,1.01,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.7970000
Kepler-1340 b,Kepler-1340,1,1,,5884.00,1.07,1.07,19h44m55.87s,296.2328099,+42d28m22.07s,42.4727965,981.7790000
Kepler-1340 b,Kepler-1340,1,1,,5931.00,0.91,1.01,19h44m55.87s,296.2328099,+42d28m22.07s,42.4727965,981.7790000
Kepler-1340 b,Kepler-1340,1,1,,6014.00,1.02,1.11,19h44m55.87s,296.2328099,+42d28m22.07s,42.4727965,981.7790000
Kepler-1340 b,Kepler-1340,1,1,,6014.00,1.02,1.11,19h44m55.87s,296.2328099,+42d28m22.07s,42.4727965,981.7790000
Kepler-1340 b,Kepler-1340,1,1,,5957.00,0.94,1.03,19h44m55.87s,296.2328099,+42d28m22.07s,42.4727965,981.7790000
Kepler-1340 b,Kepler-1340,1,1,,5957.00,0.94,1.03,19h44m55.87s,296.2328099,+42d28m22.07s,42.4727965,981.7790000
Kepler-1340 b,Kepler-1340,1,1,,5909.00,1.01,,19h44m55.87s,296.2328099,+42d28m22.07s,42.4727965,981.7790000
Kepler-1340 b,Kepler-1340,1,1,,6331.00,1.42,1.27,19h44m55.87s,296.2328099,+42d28m22.07s,42.4727965,981.7790000
Kepler-1340 b,Kepler-1340,1,1,,5957.00,0.94,1.03,19h44m55.87s,296.2328099,+42d28m22.07s,42.4727965,981.7790000
Kepler-1341 b,Kepler-1341,2,1,,4530.00,0.66,0.69,18h42m02.80s,280.5116813,+44d09m33.66s,44.1593503,476.9570000
Kepler-1341 b,Kepler-1341,2,1,,4530.00,0.66,0.69,18h42m02.80s,280.5116813,+44d09m33.66s,44.1593503,476.9570000
Kepler-1341 b,Kepler-1341,2,1,,4530.00,0.66,0.69,18h42m02.80s,280.5116813,+44d09m33.66s,44.1593503,476.9570000
Kepler-1341 b,Kepler-1341,2,1,,4523.00,0.66,0.69,18h42m02.80s,280.5116813,+44d09m33.66s,44.1593503,476.9570000
Kepler-1341 b,Kepler-1341,2,1,,4511.00,0.79,0.71,18h42m02.80s,280.5116813,+44d09m33.66s,44.1593503,476.9570000
Kepler-1341 b,Kepler-1341,2,1,,4511.00,0.79,0.71,18h42m02.80s,280.5116813,+44d09m33.66s,44.1593503,476.9570000
Kepler-1341 b,Kepler-1341,2,1,,4535.00,0.59,0.66,18h42m02.80s,280.5116813,+44d09m33.66s,44.1593503,476.9570000
Kepler-1341 b,Kepler-1341,2,1,,4683.00,0.73,,18h42m02.80s,280.5116813,+44d09m33.66s,44.1593503,476.9570000
Kepler-1341 b,Kepler-1341,2,1,,4662.00,0.72,0.79,18h42m02.80s,280.5116813,+44d09m33.66s,44.1593503,476.9570000
Kepler-1341 b,Kepler-1341,2,1,,4511.00,0.79,0.71,18h42m02.80s,280.5116813,+44d09m33.66s,44.1593503,476.9570000
Kepler-1342 b,Kepler-1342,1,1,,5417.00,0.90,0.83,19h48m04.81s,297.0200549,+43d25m57.14s,43.4325382,890.7240000
Kepler-1342 b,Kepler-1342,1,1,,5250.00,0.90,0.90,19h48m04.81s,297.0200549,+43d25m57.14s,43.4325382,890.7240000
Kepler-1342 b,Kepler-1342,1,1,,5417.00,0.90,0.83,19h48m04.81s,297.0200549,+43d25m57.14s,43.4325382,890.7240000
Kepler-1342 b,Kepler-1342,1,1,,5250.00,0.90,0.90,19h48m04.81s,297.0200549,+43d25m57.14s,43.4325382,890.7240000
Kepler-1342 b,Kepler-1342,1,1,,5527.00,0.90,0.93,19h48m04.81s,297.0200549,+43d25m57.14s,43.4325382,890.7240000
Kepler-1342 b,Kepler-1342,1,1,,5417.00,0.90,0.83,19h48m04.81s,297.0200549,+43d25m57.14s,43.4325382,890.7240000
Kepler-1342 b,Kepler-1342,1,1,,5214.00,0.98,0.99,19h48m04.81s,297.0200549,+43d25m57.14s,43.4325382,890.7240000
Kepler-1342 b,Kepler-1342,1,1,,5417.00,0.84,,19h48m04.81s,297.0200549,+43d25m57.14s,43.4325382,890.7240000
Kepler-1342 b,Kepler-1342,1,1,,5417.00,0.90,0.83,19h48m04.81s,297.0200549,+43d25m57.14s,43.4325382,890.7240000
Kepler-1343 b,Kepler-1343,1,1,,5749.00,1.26,1.03,19h37m10.68s,294.2944830,+50d43m31.39s,50.7253850,1756.7100000
Kepler-1343 b,Kepler-1343,1,1,,5749.00,1.26,1.03,19h37m10.68s,294.2944830,+50d43m31.39s,50.7253850,1756.7100000
Kepler-1343 b,Kepler-1343,1,1,,6208.00,1.01,1.07,19h37m10.68s,294.2944830,+50d43m31.39s,50.7253850,1756.7100000
Kepler-1343 b,Kepler-1343,1,1,,5759.00,0.93,0.95,19h37m10.68s,294.2944830,+50d43m31.39s,50.7253850,1756.7100000
Kepler-1343 b,Kepler-1343,1,1,,6202.00,1.01,1.10,19h37m10.68s,294.2944830,+50d43m31.39s,50.7253850,1756.7100000
Kepler-1343 b,Kepler-1343,1,1,,6212.00,1.24,,19h37m10.68s,294.2944830,+50d43m31.39s,50.7253850,1756.7100000
Kepler-1343 b,Kepler-1343,1,1,,6208.00,1.01,1.07,19h37m10.68s,294.2944830,+50d43m31.39s,50.7253850,1756.7100000
Kepler-1343 b,Kepler-1343,1,1,,6198.00,1.00,1.07,19h37m10.68s,294.2944830,+50d43m31.39s,50.7253850,1756.7100000
Kepler-1343 b,Kepler-1343,1,1,,6208.00,1.01,1.07,19h37m10.68s,294.2944830,+50d43m31.39s,50.7253850,1756.7100000
Kepler-1344 b,Kepler-1344,1,1,,6237.00,1.12,1.07,19h08m20.71s,287.0862799,+46d56m44.88s,46.9457998,853.9590000
Kepler-1344 b,Kepler-1344,1,1,,6237.00,1.12,1.07,19h08m20.71s,287.0862799,+46d56m44.88s,46.9457998,853.9590000
Kepler-1344 b,Kepler-1344,1,1,,5841.28,1.16,1.05,19h08m20.71s,287.0862799,+46d56m44.88s,46.9457998,853.9590000
Kepler-1344 b,Kepler-1344,1,1,,5841.28,1.16,1.05,19h08m20.71s,287.0862799,+46d56m44.88s,46.9457998,853.9590000
Kepler-1344 b,Kepler-1344,1,1,,5981.00,1.13,1.09,19h08m20.71s,287.0862799,+46d56m44.88s,46.9457998,853.9590000
Kepler-1344 b,Kepler-1344,1,1,,5986.00,1.13,1.11,19h08m20.71s,287.0862799,+46d56m44.88s,46.9457998,853.9590000
Kepler-1344 b,Kepler-1344,1,1,,6237.00,1.12,1.07,19h08m20.71s,287.0862799,+46d56m44.88s,46.9457998,853.9590000
Kepler-1344 b,Kepler-1344,1,1,,5815.00,1.16,,19h08m20.71s,287.0862799,+46d56m44.88s,46.9457998,853.9590000
Kepler-1344 b,Kepler-1344,1,1,,6237.00,1.12,1.07,19h08m20.71s,287.0862799,+46d56m44.88s,46.9457998,853.9590000
Kepler-1344 b,Kepler-1344,1,1,,5841.28,1.16,1.05,19h08m20.71s,287.0862799,+46d56m44.88s,46.9457998,853.9590000
Kepler-1345 b,Kepler-1345,1,1,,6047.83,2.02,1.13,19h29m54.71s,292.4779428,+46d01m22.16s,46.0228210,1355.0200000
Kepler-1345 b,Kepler-1345,1,1,,6047.83,2.02,1.13,19h29m54.71s,292.4779428,+46d01m22.16s,46.0228210,1355.0200000
Kepler-1345 b,Kepler-1345,1,1,,6763.00,1.42,1.24,19h29m54.71s,292.4779428,+46d01m22.16s,46.0228210,1355.0200000
Kepler-1345 b,Kepler-1345,1,1,,6047.83,2.02,1.13,19h29m54.71s,292.4779428,+46d01m22.16s,46.0228210,1355.0200000
Kepler-1345 b,Kepler-1345,1,1,,6333.00,1.82,,19h29m54.71s,292.4779428,+46d01m22.16s,46.0228210,1355.0200000
Kepler-1345 b,Kepler-1345,1,1,,6763.00,1.42,1.24,19h29m54.71s,292.4779428,+46d01m22.16s,46.0228210,1355.0200000
Kepler-1345 b,Kepler-1345,1,1,,6449.00,1.55,1.32,19h29m54.71s,292.4779428,+46d01m22.16s,46.0228210,1355.0200000
Kepler-1345 b,Kepler-1345,1,1,,6763.00,1.42,1.24,19h29m54.71s,292.4779428,+46d01m22.16s,46.0228210,1355.0200000
Kepler-1345 b,Kepler-1345,1,1,,6774.00,1.46,1.31,19h29m54.71s,292.4779428,+46d01m22.16s,46.0228210,1355.0200000
Kepler-1345 b,Kepler-1345,1,1,,6763.00,1.42,1.24,19h29m54.71s,292.4779428,+46d01m22.16s,46.0228210,1355.0200000
Kepler-1346 b,Kepler-1346,1,1,,6215.00,1.03,1.11,19h27m21.92s,291.8413410,+45d10m45.07s,45.1791850,843.7010000
Kepler-1346 b,Kepler-1346,1,1,,5679.72,1.02,1.01,19h27m21.92s,291.8413410,+45d10m45.07s,45.1791850,843.7010000
Kepler-1346 b,Kepler-1346,1,1,,6177.00,0.91,0.98,19h27m21.92s,291.8413410,+45d10m45.07s,45.1791850,843.7010000
Kepler-1346 b,Kepler-1346,1,1,,6186.00,0.90,,19h27m21.92s,291.8413410,+45d10m45.07s,45.1791850,843.7010000
Kepler-1346 b,Kepler-1346,1,1,,6177.00,0.91,0.98,19h27m21.92s,291.8413410,+45d10m45.07s,45.1791850,843.7010000
Kepler-1346 b,Kepler-1346,1,1,,6177.00,0.91,0.98,19h27m21.92s,291.8413410,+45d10m45.07s,45.1791850,843.7010000
Kepler-1346 b,Kepler-1346,1,1,,5679.72,1.02,1.01,19h27m21.92s,291.8413410,+45d10m45.07s,45.1791850,843.7010000
Kepler-1346 b,Kepler-1346,1,1,,6177.00,0.91,0.98,19h27m21.92s,291.8413410,+45d10m45.07s,45.1791850,843.7010000
Kepler-1346 b,Kepler-1346,1,1,,6133.00,1.21,1.14,19h27m21.92s,291.8413410,+45d10m45.07s,45.1791850,843.7010000
Kepler-1347 b,Kepler-1347,1,1,,5153.00,0.77,0.76,19h58m38.30s,299.6595903,+40d50m37.87s,40.8438526,
Kepler-1347 b,Kepler-1347,1,1,,5170.78,0.80,,19h58m38.30s,299.6595903,+40d50m37.87s,40.8438526,
Kepler-1347 b,Kepler-1347,1,1,,5188.00,0.73,0.81,19h58m38.30s,299.6595903,+40d50m37.87s,40.8438526,
Kepler-1347 b,Kepler-1347,1,1,,5170.78,0.80,,19h58m38.30s,299.6595903,+40d50m37.87s,40.8438526,
Kepler-1347 b,Kepler-1347,1,1,,5170.78,0.80,,19h58m38.30s,299.6595903,+40d50m37.87s,40.8438526,
Kepler-1347 b,Kepler-1347,1,1,,5153.00,0.77,0.76,19h58m38.30s,299.6595903,+40d50m37.87s,40.8438526,
Kepler-1347 b,Kepler-1347,1,1,,5193.00,0.79,0.82,19h58m38.30s,299.6595903,+40d50m37.87s,40.8438526,
Kepler-1347 b,Kepler-1347,1,1,,5153.00,0.77,0.76,19h58m38.30s,299.6595903,+40d50m37.87s,40.8438526,
Kepler-1347 b,Kepler-1347,1,1,,5153.00,0.77,0.76,19h58m38.30s,299.6595903,+40d50m37.87s,40.8438526,
Kepler-1348 b,Kepler-1348,1,1,,5912.00,1.09,1.08,19h28m20.98s,292.0874126,+49d47m19.35s,49.7887090,1213.8200000
Kepler-1348 b,Kepler-1348,1,1,,5977.00,0.80,0.89,19h28m20.98s,292.0874126,+49d47m19.35s,49.7887090,1213.8200000
Kepler-1348 b,Kepler-1348,1,1,,5866.85,1.22,1.06,19h28m20.98s,292.0874126,+49d47m19.35s,49.7887090,1213.8200000
Kepler-1348 b,Kepler-1348,1,1,,5911.00,1.04,1.04,19h28m20.98s,292.0874126,+49d47m19.35s,49.7887090,1213.8200000
Kepler-1348 b,Kepler-1348,1,1,,5911.00,1.24,,19h28m20.98s,292.0874126,+49d47m19.35s,49.7887090,1213.8200000
Kepler-1348 b,Kepler-1348,1,1,,5977.00,0.80,0.89,19h28m20.98s,292.0874126,+49d47m19.35s,49.7887090,1213.8200000
Kepler-1348 b,Kepler-1348,1,1,,5977.00,0.80,0.89,19h28m20.98s,292.0874126,+49d47m19.35s,49.7887090,1213.8200000
Kepler-1348 b,Kepler-1348,1,1,,6058.00,0.95,1.05,19h28m20.98s,292.0874126,+49d47m19.35s,49.7887090,1213.8200000
Kepler-1348 b,Kepler-1348,1,1,,5866.85,1.22,1.06,19h28m20.98s,292.0874126,+49d47m19.35s,49.7887090,1213.8200000
Kepler-1348 b,Kepler-1348,1,1,,5866.85,1.22,1.06,19h28m20.98s,292.0874126,+49d47m19.35s,49.7887090,1213.8200000
Kepler-1349 b,Kepler-1349,1,1,,6086.00,1.28,1.16,19h05m21.25s,286.3385562,+48d44m39.37s,48.7442697,276.3230000
Kepler-1349 b,Kepler-1349,1,1,,5998.00,1.36,1.14,19h05m21.25s,286.3385562,+48d44m39.37s,48.7442697,276.3230000
Kepler-1349 b,Kepler-1349,1,1,,5998.00,1.36,1.14,19h05m21.25s,286.3385562,+48d44m39.37s,48.7442697,276.3230000
Kepler-1349 b,Kepler-1349,1,1,,5952.00,1.38,1.17,19h05m21.25s,286.3385562,+48d44m39.37s,48.7442697,276.3230000
Kepler-1349 b,Kepler-1349,1,1,,5970.00,1.38,,19h05m21.25s,286.3385562,+48d44m39.37s,48.7442697,276.3230000
Kepler-1349 b,Kepler-1349,1,1,,5835.47,1.45,1.05,19h05m21.25s,286.3385562,+48d44m39.37s,48.7442697,276.3230000
Kepler-1349 b,Kepler-1349,1,1,,5835.47,1.45,1.05,19h05m21.25s,286.3385562,+48d44m39.37s,48.7442697,276.3230000
Kepler-1349 b,Kepler-1349,1,1,,5998.00,1.01,1.01,19h05m21.25s,286.3385562,+48d44m39.37s,48.7442697,276.3230000
Kepler-1349 b,Kepler-1349,1,1,,5998.00,1.36,1.14,19h05m21.25s,286.3385562,+48d44m39.37s,48.7442697,276.3230000
Kepler-135 b,Kepler-135,1,2,,6388.00,1.21,1.19,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 b,Kepler-135,1,2,,6251.00,1.35,1.25,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 b,Kepler-135,1,2,,6014.00,1.43,,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 b,Kepler-135,1,2,,5990.67,1.56,1.10,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 b,Kepler-135,1,2,,6337.00,1.21,1.14,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 b,Kepler-135,1,2,,6090.00,1.27,,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 b,Kepler-135,1,2,,6388.00,1.21,1.19,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 b,Kepler-135,1,2,,6204.00,1.36,1.26,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 b,Kepler-135,1,2,,6388.00,1.21,1.19,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 b,Kepler-135,1,2,,5990.67,1.56,1.10,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 c,Kepler-135,1,2,,6337.00,1.21,1.14,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 c,Kepler-135,1,2,,6388.00,1.21,1.19,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 c,Kepler-135,1,2,,6388.00,1.21,1.19,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 c,Kepler-135,1,2,,5990.67,1.56,1.10,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 c,Kepler-135,1,2,,5990.67,1.56,1.10,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 c,Kepler-135,1,2,,6388.00,1.21,1.19,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 c,Kepler-135,1,2,,6014.00,1.43,,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 c,Kepler-135,1,2,,6251.00,1.35,1.25,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 c,Kepler-135,1,2,,6090.00,1.27,,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-135 c,Kepler-135,1,2,,6204.00,1.36,1.26,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.8550000
Kepler-1350 b,Kepler-1350,1,2,,3786.00,0.53,0.53,19h13m00.15s,288.2506110,+46d40m46.14s,46.6794847,340.6910000
Kepler-1350 b,Kepler-1350,1,2,,3786.00,0.53,0.53,19h13m00.15s,288.2506110,+46d40m46.14s,46.6794847,340.6910000
Kepler-1350 b,Kepler-1350,1,2,,3827.00,0.53,0.55,19h13m00.15s,288.2506110,+46d40m46.14s,46.6794847,340.6910000
Kepler-1350 b,Kepler-1350,1,2,,3698.00,0.53,,19h13m00.15s,288.2506110,+46d40m46.14s,46.6794847,340.6910000
Kepler-1350 b,Kepler-1350,1,2,,3698.00,0.44,0.47,19h13m00.15s,288.2506110,+46d40m46.14s,46.6794847,340.6910000
Kepler-1350 b,Kepler-1350,1,2,,3698.00,0.44,0.47,19h13m00.15s,288.2506110,+46d40m46.14s,46.6794847,340.6910000
Kepler-1350 b,Kepler-1350,1,2,,3698.00,0.44,0.46,19h13m00.15s,288.2506110,+46d40m46.14s,46.6794847,340.6910000
Kepler-1350 b,Kepler-1350,1,2,,3698.00,0.44,0.47,19h13m00.15s,288.2506110,+46d40m46.14s,46.6794847,340.6910000
Kepler-1350 b,Kepler-1350,1,2,,3831.00,0.62,0.50,19h13m00.15s,288.2506110,+46d40m46.14s,46.6794847,340.6910000
Kepler-1350 b,Kepler-1350,1,2,,3786.00,0.53,0.53,19h13m00.15s,288.2506110,+46d40m46.14s,46.6794847,340.6910000
Kepler-1350 c,Kepler-1350,1,2,,3827.00,0.53,0.55,19h13m00.15s,288.2506110,+46d40m46.14s,46.6794847,340.6910000
Kepler-1350 c,Kepler-1350,1,2,,3698.00,0.44,0.47,19h13m00.15s,288.2506110,+46d40m46.14s,46.6794847,340.6910000
Kepler-1350 c,Kepler-1350,1,2,,3698.00,0.44,0.46,19h13m00.15s,288.2506110,+46d40m46.14s,46.6794847,340.6910000
Kepler-1350 c,Kepler-1350,1,2,,3698.00,0.44,0.47,19h13m00.15s,288.2506110,+46d40m46.14s,46.6794847,340.6910000
